Instance_number,author_guid,account_age,author_type,average_hashtags,average_links,average_minutes_between_posts,average_post_lenth,average_posts_per_day_active_days,average_posts_per_day_total,average_user_mentions,boost_score_avg,boost_score_std_dev,boost_score_sum,boosting_timeslots_count,count_authors_sharing_boosted_posts,friends_followers_ratio,number_followers,number_friends,number_of_crawled_posts,number_of_posts,number_pointed_posts,number_pointers,Cluster
390,844fb8a1ee89306a9ea57a4aabf97a08,19,1,0,1,22.383333,12.5,2,4,1,0.005471,0.001556,0.010941,0,0,112.666667,3,338,2,78,2,2,cluster3
391,8461e3c3e5e137c6b53734342f5d9f13,12,?,0,1,9.516667,12.5,2,11,1,0.031372,0.011649,0.062743,2,195,81.5,4,326,2,136,2,2,cluster0
392,84c52bb5fddc3e3eadd9db2841412469,1748,?,0,0,?,19,1,10,0,?,?,?,?,?,0.597924,1445,864,1,18948,?,?,cluster6
393,852facac8fd93721989eb2a4ee56bd77,2247,1,0,1,?,12,1,0,1,0.081145,0,0.081145,0,0,0.659869,1373,906,1,128,1,1,cluster2
394,8531f30bdb6d3bce98613f025209fda1,366,1,0,1,?,7,1,3,1,0.252852,0,0.252852,1,90,7.533333,60,452,1,1154,1,1,cluster1
395,8541fce004cc313b83609686dba4ccfc,707,1,0,1,?,7,1,1,1,0.252852,0,0.252852,1,90,10.125,24,243,1,1144,1,1,cluster1
396,857e9d320711342d98223faaa3f17715,12,?,0,1,?,10,1,10,1,0.003175,0,0.003175,0,0,83,4,332,1,126,1,1,cluster3
397,85b340dba7f13401b92a3bc57b477aba,1419,?,0,0,?,22,1,0,0,?,?,?,?,?,1.119898,392,439,1,500,?,?,cluster6
398,8632f00088dd3e80a585e874a7779838,2608,?,0,2,?,15,1,4,1,?,?,?,?,?,0.194662,10192,1984,1,10756,?,?,cluster6
399,86b295178830303ea2c556fe010de97a,1472,?,0,2,?,19,1,1,1,0,0,0,0,0,1.127517,149,168,1,2243,1,1,cluster2
400,8735b441c4ce3abf9d6934ef6fb562e3,12,1,0,1,?,7,1,20,1,0.025,0,0.025,0,0,186,1,186,1,244,1,1,cluster3
401,879f2bb278e1347ca6412604e37934a3,961,?,0,0,?,11,1,274,2,?,?,?,?,?,0.040599,7414,301,1,263948,?,?,cluster6
402,8814f2e23b783323a819028c3acb7173,128,?,0,1,226.518139,16.116,50,23,0,0,0,0,0,0,0,5,0,250,3061,242,242,cluster4
403,884e789428f935f5aa37a3cd6022739c,1767,1,0,1,?,12,1,2,1,0.081145,0,0.081145,0,0,1.125364,686,772,1,5118,1,1,cluster3
404,88977a5c35b737c08baf5092749c588b,19,1,0,1,3.683333,12.5,2,3,1,0.005471,0.001556,0.010941,0,0,0,3,0,2,62,2,2,cluster3
405,88def6dde26f3325a028e45f106fb334,45,?,0,0,?,19,1,?,0,?,?,?,?,?,0.339623,53,18,1,0,?,?,cluster6
406,8916d161f0f235eba4a7033b58c317b6,1705,?,0,0,?,16,1,31,0,?,?,?,?,?,1.166142,1589,1853,1,54192,?,?,cluster6
407,89561af9643f3008911df663f6616d6b,2516,?,0,2,?,15,1,3,1,?,?,?,?,?,0.754997,3102,2342,1,7765,?,?,cluster6
408,8a601303eede3354b033912874cef9bc,1903,?,0,2,?,16,1,0,0,0.000015,0,0.000015,0,0,1.338742,493,660,1,813,1,1,cluster2
409,8a8a0724dd253a9391a1f8bd5ecf80fe,196,?,0,0,?,5,1,4,0,?,?,?,?,?,2,11,22,1,826,?,?,cluster6
410,8ab7cc9fd955368b9d11c2fc2be04287,864,?,0,0,?,4,1,4,0,?,?,?,?,?,0.506329,474,240,1,3797,?,?,cluster6
411,8ad93d7880203199894febd56a34ccc4,343,1,0,1,?,7,1,3,1,0.025,0,0.025,0,0,19.814815,27,535,1,1287,1,1,cluster3
412,8b194b81bda937e8aa60973c41d444f5,11,?,0,1,?,10,1,6,1,0.001821,0,0.001821,1,191,149,2,298,1,68,1,1,cluster0
413,8b4ffd6150f13d009e60a985610cba0c,1094,1,0,1,?,12,1,1,1,0.081145,0,0.081145,0,0,2.601573,763,1985,1,1802,1,1,cluster3
414,8cd1b56a479d359e814c5e7374a0fdb3,2396,?,0,1,?,11,1,2,0,?,?,?,?,?,0.163051,1521,248,1,4857,?,?,cluster6
415,8d364751d4303531a88d5345a35aee4e,366,1,0,1,?,7,1,3,1,0.426704,0,0.426704,1,90,13.947368,38,530,1,1265,1,1,cluster1
416,8d7533dfcbe1313c9a6761fffacfd590,19,1,0,1,-1.883333,12.5,2,5,1,0.005471,0.001556,0.010941,0,0,49.428571,7,346,2,103,2,2,cluster3
417,8d8c638dbd0939fb88802df8116d030a,2701,?,0,1,2075.3,18,1,15,0,0.00125,0.00125,0.0025,0,0,0.00135,130386,176,2,42407,2,2,cluster2
418,8e70bf19c7223a54a66b6a0497e004d0,1836,?,0,0,?,26,1,20,0,?,?,?,?,?,0.803957,556,447,1,38506,?,?,cluster6
419,9032bd48b5d73c8b852c3fda17709726,19,1,0,1,46.116667,12.5,2,6,1,0.013375,0.006348,0.02675,1,191,0,18,0,2,118,2,2,cluster0
420,90cb8f4cfdc73f0cbe9d65c26b935e6e,1804,?,0,0,?,16,1,26,1,?,?,?,?,?,0.168403,5374,905,1,47731,?,?,cluster6
421,911299f3b043383ca775662f72441c65,2139,?,0,1,?,18,1,34,0,0,0,0,0,0,0.792593,135,107,1,74118,1,1,cluster2
422,925e370887573b20acd4d3850797fef6,2113,?,0,0,?,1,1,5,0,?,?,?,?,?,0.818008,522,427,1,11246,?,?,cluster6
423,928d67f50c573b01ad5c37c956190a1e,17,1,0,1,16.333333,12.5,2,6,1,0.013375,0.006348,0.02675,1,191,52.333333,6,314,2,107,2,2,cluster0
424,9302e48daf2032b2a1219d7d93fc408e,1959,?,0,0,?,12,1,18,1,?,?,?,?,?,0.111765,4930,551,1,36713,?,?,cluster6
425,9436c601c72a3a6ca8648b632fdebd73,19,1,0,1,1.266667,12.5,2,8,1,0.005471,0.001556,0.010941,0,0,45.285714,7,317,2,160,2,2,cluster3
426,943cc94539c73346abe525f981a8ef02,12,?,0,1,?,10,1,1,1,0.004293,0,0.004293,0,0,0,0,0,1,20,1,1,cluster3
427,946963b2340937f1a0901f8542c53ab0,11,1,0,1,?,10,1,1,1,0,0,0,0,0,20.4,5,102,1,16,1,1,cluster3
428,94bc596e1528316fb2f96f7748ead6aa,346,1,0,1,?,7,1,3,1,0.025,0,0.025,0,0,13.172414,58,764,1,1230,1,1,cluster3
429,955adb1baaf2347f89001e5615ea9cc3,11,1,0,1,?,10,1,2,1,0,0,0,0,0,0,0,83,1,25,1,1,cluster3
430,9576e1dbc6263fc5ab78107518a264cd,11,?,0,1,?,10,1,5,1,0.000761,0,0.000761,0,0,73.75,4,295,1,56,1,1,cluster3
431,958e1832031e3b85b02633dcf6c3b62c,2661,?,0,0,?,14,1,80,1,?,?,?,?,?,0.54955,999,549,1,214293,?,?,cluster6
432,9731947a99aa32229d784d73366f6676,20,1,0,1,44.6,12.5,2,5,1,0.009862,0.009862,0.019723,1,191,0,8,0,2,115,2,2,cluster0
433,978d374d04e638f4b00ec74384d8990b,269,1,0,1,?,12,1,1,1,0.081145,0,0.081145,0,0,0.424176,455,193,1,466,1,1,cluster3
434,97ce36370bde3b948df3deba2be89761,20,1,0,1,2.15,12.5,2,9,1,0.005471,0.001556,0.010941,0,0,33.545455,11,369,2,182,2,2,cluster3
435,98e7f90444c838cebd4e5fcf9a24d1d7,1441,?,0,1,?,11,1,5,1,?,?,?,?,?,0.039308,636,25,1,7935,?,?,cluster6
436,990023259eb3335194b9649b3f751526,1840,?,0,0,?,14,1,20,0,?,?,?,?,?,0.405575,10511,4263,1,38569,?,?,cluster6
437,995afba5736835ea97ef0b88320dd0ed,1467,?,0,0,?,12,1,5,0,?,?,?,?,?,0.361921,583,211,1,7476,?,?,cluster6
438,996a33c9ba753a7595870959b8c3fec1,19,1,0,1,67.683333,12.5,2,4,1,0.005101,0.001926,0.010202,0,0,48.571429,7,340,2,90,2,2,cluster3
439,996d85ecd5013c6dbcee2e1fd39c70f1,19,1,0,1,0.216667,12.5,2,3,1,0.001957,0.001957,0.003914,0,0,0,15,0,2,73,2,2,cluster3
440,9ad3cca7e6ca3a9584d86c1e38ab0a8e,3067,?,0,1,3521.247917,20.117647,3.4,102,0,0,0,0,0,0,1.057359,92086,97368,17,315879,14,14,cluster5
441,9af2a30516ac3810af9db6cf0b08d920,2946,?,0,2,?,15,1,1,1,?,?,?,?,?,0.381443,776,296,1,4646,?,?,cluster6
442,9b19ea2fa04b3301b2468f963e995abf,11,1,0,1,?,10,1,2,1,0,0,0,0,0,41,3,123,1,28,1,1,cluster3
443,9b956a17704538c1b26069ab3529f10d,1652,?,0,1,?,23,1,8,1,0.000712,0,0.000712,0,0,6.339921,506,3208,1,14680,1,1,cluster2
444,9be575f27e9c3cf99452bac602d3a5ed,2818,?,0,1,?,18,1,3,1,?,?,?,?,?,1.370079,889,1218,1,10479,?,?,cluster6
445,9cd2228b891734d793233e5c33ee4c4a,73,?,0,1,?,13,1,233,1,0,0,0,0,0,1.271479,3934,5002,1,17071,1,1,cluster2
446,9d0e80f9a0673a329b3261d8325d110a,180,1,0,1,?,12,1,3,1,0.081145,0,0.081145,0,0,1.184783,276,327,1,657,1,1,cluster3
447,9d41823af73e32949d2806ea9c2db55e,375,1,0,1,?,7,1,3,1,0.252852,0,0.252852,1,90,10.816327,49,530,1,1143,1,1,cluster1
448,9d5bf717e8da3dd499ef8d189f7756ed,375,1,0,1,?,7,1,6,1,0.166763,0,0.166763,1,90,13.186047,43,567,1,2295,1,1,cluster1
449,9d8b67917c7034de809fbfc1582f2f8c,422,?,0,0,2.108333,21,3,15,2,?,?,?,?,?,1.571475,3085,4848,3,6601,?,?,cluster6
450,9dfe3d55395532aebd28aab92f1e0b7d,510,1,0,1,?,7,1,2,1,0,0,0,0,0,11.5,22,253,1,1205,1,1,cluster3
451,9e5d93867adb300f9df60dc04649cf88,1503,?,0,1,54702.966667,22,1,14,2,0,0,0,0,0,0.001109,902,1,2,22151,1,1,cluster4
452,9e7afc91417f34d0a6c320ec010686d5,126,?,0,0,?,23,1,0,1,?,?,?,?,?,3.928571,28,110,1,30,?,?,cluster6
453,9ed99548c1f7301b8594036edf189843,929,1,0,1,?,7,1,1,1,0,0,0,0,0,8.130435,23,187,1,1184,1,1,cluster3
454,9f15b579c67f320aa0115070e104512b,2419,?,0,1,?,23,1,2,1,?,?,?,?,?,1.141337,1974,2253,1,6122,?,?,cluster6
455,9fe37f4629ad383cbe6bd9a175b9244c,168,1,0,1,?,12,1,3,1,0.081145,0,0.081145,0,0,0.897727,176,158,1,564,1,1,cluster3
456,a14c0606ee0a3ae491666cbe8507c023,20,1,0,1,27.416667,12.5,2,4,1,0.009862,0.009862,0.019723,1,191,0,3,0,2,85,2,2,cluster0
457,a20b12975029347eba851383530aa773,286,?,0,1,-0.133333,13,2,10,1,?,?,?,?,?,1.222222,117,143,2,2879,?,?,cluster6
458,a2152976aa2d3037995f8fcdd37ede11,184,?,0,2,?,12,1,212,0,?,?,?,?,?,0.735849,53,39,1,39074,?,?,cluster6
459,a254708cc30238d8959d2b6cce121bc2,12,?,0,1,?,10,1,4,1,0.003914,0,0.003914,0,0,101.333333,3,304,1,53,1,1,cluster3
460,a2c4e025e86330f386f5cfb74d46be35,2282,?,0,0,?,12,1,5,0,?,?,?,?,?,1.771898,548,971,1,11886,?,?,cluster6
461,a301d831b0643663b78adbb78ea5e4c7,11,?,0,1,?,10,1,5,1,0.003883,0,0.003883,1,191,60,5,300,1,63,1,1,cluster0
462,a3b52da07d17323e857c62768ae782bf,766,?,0,0,?,0,1,6,0,?,?,?,?,?,0.136986,292,40,1,4652,?,?,cluster6
463,a3df2679c3353ffcb01c7cefcbed7f40,1699,?,0,1,?,23,1,33,1,0.000712,0,0.000712,0,0,1.666425,1379,2298,1,56178,1,1,cluster2
464,a480953a61ea3d528f8d52baf5be6351,1756,?,0,0,?,17,1,18,1,?,?,?,?,?,0.880923,2427,2138,1,32980,?,?,cluster6
465,a4d062feab7930b1b17ebbf81e0fce7d,1579,1,0,1,?,12,1,0,1,0.02152,0,0.02152,0,0,1.290822,839,1083,1,1037,1,1,cluster3
466,a4e2523d49873cc69ad105b292b911d0,174,1,0,1,?,12,1,2,1,0.081145,0,0.081145,0,0,2.776316,152,422,1,418,1,1,cluster3
467,a520860d50e13eb6be6a30042a026654,18,1,0,1,41.7,12.5,2,7,1,0.009862,0.009862,0.019723,1,191,10.942857,35,383,2,129,2,2,cluster0
468,a561b6f45f1338f5aef9aceae0fb4776,866,1,0,1,?,7,1,1,1,0.025,0,0.025,0,0,5.309524,42,223,1,1521,1,1,cluster3
469,a56beb8456ed3f3899e5636ab99a5f18,20,1,0,1,-6.266667,12.5,2,5,1,0.013375,0.006348,0.02675,1,191,0,6,0,2,113,2,2,cluster0
470,a5aa75a9379d320d8e0e11481522bd42,1729,?,0,0,?,25,1,8,0,?,?,?,?,?,0.936572,741,694,1,14025,?,?,cluster6
471,a684fbc5cf953ca980c955f768e432e8,2759,?,0,1,-2.666667,10,2,0,1,?,?,?,?,?,0.081967,61,5,2,155,?,?,cluster6
472,a727d334d6d738f5b101e58c906d281c,752,1,0,1,?,7,1,1,1,0.166763,0,0.166763,1,90,12.736842,19,242,1,1125,1,1,cluster1
